Title,Title_URL,Artist Name,Artist Link,Duration,Genre,Mood,Movement,Theme,Other keywords,Other keywords.1
Emotional Cinematic_Medium 2,https://pixabay.com/music/main-title-emotional-cinematic-medium-2-186760/,Grand_Project,https://pixabay.com/users/grand_project-19033897/,1:34,Main Title Adventure Build Up Scenes Epic Classical,Restless Bright Hopeful Uplifting Suspense Epic,Chasing Running Marching Medium,Film Music Cinematic Music Music For Videos,"background
calm",background calm cinematic documentary dramatic emotion epic film history intro light memory motivation movie peaceful sad soft thoughtful video vlog
Positive short background music for video. Positive spring day 1 min,https://pixabay.com/music/beats-positive-short-background-music-for-video-positive-spring-day-1-min-194445/,White_Records,https://pixabay.com/users/white_records-32584949/,1:06,Beats Main Title Alternative Hip Hop Electronic Adventure Epic Classical,Restless Bright Laid Back Hopeful Uplifting Epic,Chasing Elegant Medium,Film Music Cinematic Music Music For Youtube Videos Music For Videos Background Music,background,background background music positive music music for video instrumental music cinematic music cheerful music positive funny music hip hop music music for vlog vlog music orchestral music orchestra advertising music romantic music dramatic music romance positive spring day hip hop classical music epic music piano music epic
reading - soft piano,https://pixabay.com/music/modern-classical-reading-soft-piano-221781/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,2:27,Modern Classical Main Title Beautiful Plays Solo Piano,Dreamy Bright Hopeful Relaxing Uplifting Romantic,Floating Elegant Medium,Music For Videos Background Music Film Music,"piano
piano music",piano piano music relaxing inspiring sad background calm soft reading beautiful inspiration emotional romantic music morning evening sleeping background music beauty nature video chill relax mood ambient felt piano
Cinematic Melody (Main),https://pixabay.com/music/main-title-cinematic-melody-main-9785/,Good_B_Music,https://pixabay.com/users/good_b_music-22836301/,1:31,Main Title Suspense Build Up Scenes Epic Classical Beautiful Plays,Hopeful Suspense Bright Dreamy Epic Uplifting Peaceful,Elegant Floating Medium Sneaking,Cinematic Music Film Music,"cinematic
classical",cinematic classical documentary energetic epic film score grand hollywood inspirational inspiring love motivational orchestral peaceful powerful presentation promotions slideshow story strings successful trailer triumphal uplifting wedding
My Little Garden of Eden,https://pixabay.com/music/fantasy-dreamy-childrens-my-little-garden-of-eden-112845/,geoffharvey,https://pixabay.com/users/geoffharvey-9096471/,2:43,Fantasy & Dreamy Childrens Main Title Beautiful Plays Modern Classical,Dreamy Bright Peaceful Relaxing Mysterious Romantic Hopeful,Elegant Floating Medium,Film Music Cinematic Music,"children
cinematic",children cinematic dreamy emotional fairy tale fairytale fantasy film flute forest inspirational magic magical mysterious mystery mystical nature piano romantic strings pixar dreamworks harp celesta enchanted
La Valse de Lune (Beautiful Piano Piece),https://pixabay.com/music/modern-classical-la-valse-de-lune-beautiful-piano-piece-200131/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,2:01,Modern Classical Main Title Beautiful Plays Solo Piano,Dreamy Restless Bright Uplifting Hopeful Sentimental Romantic,Chasing Elegant Medium,Film Music Cinematic Music Background Music Music For Videos,"piano
music
clavier",piano music clavier piano song relaxing piano beautiful music soft relax relaxing relaxing music
"Background epic piano music for short video vlog, advertising 24 sec",https://pixabay.com/music/beats-background-epic-piano-music-for-short-video-vlog-advertising-24-sec-193852/,White_Records,https://pixabay.com/users/white_records-32584949/,0:24,Beats Electronic Alternative Hip Hop Modern Classical Intro/Outro,Restless Laid Back Hopeful Glamorous Epic Bright,Chasing Elegant Medium,Music For Videos Film Music Cinematic Music,epic music,epic music music for video background background music music for vlog waltz dramatic music classical music instrumental music romantic music vlog music orchestral music piano music cinematic music epic hip hop orchestral classical cinematic violin instrumental piano romantic drama hip hop music
My Love_43sec,https://pixabay.com/music/wedding-my-love-43sec-177578/,Grand_Project,https://pixabay.com/users/grand_project-19033897/,0:43,Wedding Main Title Beautiful Plays Modern Classical Solo Piano Intro/Outro,Romantic Dreamy Bright Hopeful Relaxing Sentimental Uplifting,Elegant Floating Medium,Film Music Cinematic Music Background Music Music For Videos Music For Youtube Videos,"ambient
background",ambient background beautiful beauty bright cinematic commercial dreamy emotional film hopeful inspiration inspirational inspiring light love motivation motivational orchestral piano podcast poetry romantic slideshow speech
Epic Cinematic Drama_60sec,https://pixabay.com/music/main-title-epic-cinematic-drama-60sec-187362/,Grand_Project,https://pixabay.com/users/grand_project-19033897/,1:00,Main Title Adventure Build Up Scenes Epic Classical,Restless Energetic Suspense Epic Hopeful Uplifting Bright,Chasing Running Heavy & Ponderous Marching Medium,Film Music Cinematic Music Music For Videos,"epic
cinematic drama",epic cinematic drama trailer music intense orchestration powerful soundtrack dramatic score emotional journey orchestral arrangement film score epic adventure suspenseful composition grand orchestral action-packed climate soundtrack trailer underscore
Dark - Action Aggressive Anxiety Horror Countdown Trailer Intro,https://pixabay.com/music/build-up-scenes-dark-action-aggressive-anxiety-horror-countdown-trailer-intro-201375/,SoundGalleryByDmitryTaras,https://pixabay.com/users/soundgallerybydmitrytaras-11640913/,1:53,Build Up Scenes Suspense Adventure Main Title Mystery Action Chase Scene Epic Classical,Mysterious Dark Restless Energetic Suspense Epic,Chasing Running Heavy & Ponderous Marching Fast,Film Music Cinematic Music Music For Videos,"action
aggressive",action aggressive anxiety blockbuster buildup count down dark driving epic hollywood horror hybrid hybrid trailer intense intro movie mystical powerful scary suspension suspenseful tension terror teaser trailer
Legacy of Handel. Passacaglia Background music for video vlog 1 minute,https://pixabay.com/music/upbeat-legacy-of-handel-passacaglia-background-music-for-video-vlog-1-minute-191896/,White_Records,https://pixabay.com/users/white_records-32584949/,0:52,Upbeat Electronic Modern Classical,Restless Bright Energetic Dreamy Hopeful Uplifting,Chasing Running Elegant Fast,Music For Videos Music For Youtube Videos Vlog Music,background,background background music passacaglia funny music cheerful music legacy of handel short music dance music fun music music for vlog music for video funny house vlog music dance funny dance vlog house house dance music electro house music dance rhythm energetic melodies house vibes music for advertising playful music advertising
Experience x Interstellar,https://pixabay.com/music/modern-classical-experience-x-interstellar-215739/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,0:48,Modern Classical Solo Piano Nostalgia Beautiful Plays Main Title,Restless Bright Hopeful Sentimental Suspense,Chasing Medium Elegant Changing Tempo Slow,Film Music Cinematic Music,"piano
calm
relaxing",piano calm relaxing think thinking night sad cinematic
Heroic Quest,https://pixabay.com/music/main-title-heroic-quest-186932/,SigmaMusicArt,https://pixabay.com/users/sigmamusicart-36860929/,2:05,Main Title Adventure Build Up Scenes Epic Classical,Restless Bright Suspense Energetic Uplifting Epic Hopeful,Chasing Running Heavy & Ponderous Marching Medium Fast,Film Music Cinematic Music Music For Videos,"ambient
atmosphere",ambient atmosphere background action epic beautiful calm cinematic deep documentary dreamy emotional film inspiring light mystic piano hit peaceful minimal heroic power victory hollywood trailer
Emotional Cinematic_50sec,https://pixabay.com/music/build-up-scenes-emotional-cinematic-50sec-186759/,Grand_Project,https://pixabay.com/users/grand_project-19033897/,0:50,Build Up Scenes Epic Classical Dramatic Classical Adventure Main Title,Restless Bright Dreamy Hopeful Suspense Energetic Epic,Chasing Running Marching Heavy & Ponderous Medium,Film Music Cinematic Music Music For Videos,"background
calm",background calm cinematic documentary dramatic emotion epic film history intro light memory motivation movie peaceful sad soft thoughtful video vlog
"embrace the journey, not the destination",https://pixabay.com/music/main-title-embrace-the-journey-not-the-destination-225670/,GodsFavoriteArts,https://pixabay.com/users/godsfavoritearts-44026726/,4:00,Main Title Adventure Build Up Scenes Epic Classical,Restless Bright Energetic Uplifting Hopeful Epic Suspense,Chasing Running Medium Fast Elegant,Music For Videos Film Music Cinematic Music,"lofi
music
piano",lofi music piano violin chill relaxing study beats instrumental background ambient calm soothing mellow tranquil focus soft acoustic harmonious meditative gentle easy listening peaceful serene vibe ai generated
Peaceful Cinematic,https://pixabay.com/music/main-title-peaceful-cinematic-141736/,Jeremusic70,https://pixabay.com/users/jeremusic70-25199461/,1:42,Main Title Modern Classical Beautiful Plays Build Up Scenes Epic Classical Ambient,Dreamy Bright Hopeful Uplifting Epic Relaxing,Floating Elegant Chasing Medium,Film Music Cinematic Music Music For Videos,"cinematic
piano
strings",cinematic piano strings atmosphere beautiful no copyright nature
Worship Piano Instrumental Peaceful Prayer Music,https://pixabay.com/music/modern-classical-worship-piano-instrumental-peaceful-prayer-music-223373/,Denis-Pavlov-Music,https://pixabay.com/users/denis-pavlov-music-35636692/,9:44,Modern Classical Ambient Beautiful Plays Solo Piano Small Emotions,Dreamy Bright Hopeful Relaxing Peaceful Romantic Sentimental,Elegant Floating Medium,Film Music Background Music Music For Videos,"worship
christian",worship christian spiritual religion prayer pray faith hope music piano meditation nature peace calm relaxation peaceful church instrumental atmosphere
Inspirational Piano,https://pixabay.com/music/modern-classical-inspirational-piano-141480/,The_Mountain,https://pixabay.com/users/the_mountain-3616498/,2:40,Modern Classical Main Title Beautiful Plays Solo Piano Small Emotions Build Up Scenes,Hopeful Dreamy Bright Uplifting Romantic Sentimental Suspense,Elegant Floating Medium Chasing,Music For Videos Film Music Cinematic Music Background Music,"background
beautiful",background beautiful cinematic contemplative dreamy elegant emotional fulfilling hopeful inspiration inspirational inspired inspiring minimal motivating motivational nostalgic piano positive reflective romantic sentimental slideshow soft strings
Loyalty To The Crown_40sec,https://pixabay.com/music/pulses-loyalty-to-the-crown-40sec-187373/,Grand_Project,https://pixabay.com/users/grand_project-19033897/,0:40,Pulses Build Up Scenes Main Title Adventure Drama Scene Dramatic Classical,Restless Hopeful Suspense Epic Energetic,Chasing Running Marching Fast,Film Music Cinematic Music,"action
apocalypse",action apocalypse cinematic crown dark death documentary drama dramatic dying energy epic film game hero movie movie trailer music orchestra piano power powerful sad sword tragic
The Flashback_60sec 1,https://pixabay.com/music/ambient-the-flashback-60sec-1-174161/,Grand_Project,https://pixabay.com/users/grand_project-19033897/,1:00,Ambient Modern Classical Beautiful Plays Main Title Nostalgia,Dreamy Bright Relaxing Hopeful Sentimental,Floating Elegant Slow,Film Music Cinematic Music Music For Videos,"ambient
atmospheric",ambient atmospheric background beautiful cinematic deep sound documentaries documentary documentary music dramatic emotional film score gentle inspired meditative memories nature nostalgic orchestral piano documentary relaxed relaxed romantic sad touching soundtrack
Renaissance (Epic Orchestral Cinematic),https://pixabay.com/music/main-title-renaissance-epic-orchestral-cinematic-219596/,soundbay,https://pixabay.com/users/soundbay-601514/,2:24,Main Title Adventure Build Up Scenes Epic Classical,Restless Energetic Suspense Bright Epic Hopeful Uplifting,Chasing Medium Marching Heavy & Ponderous,Film Music Cinematic Music Music For Videos,"adventure
advertising",adventure advertising ancient architecture baroque cinematic documentary epic epic trailer fantasy historical history hollywood horror inspiration inspiring contemporary movie orchestra orchestral renaissance strong trailer travel
Epic Piano Music - Deception Point,https://pixabay.com/music/modern-classical-epic-piano-music-deception-point-219963/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,2:51,Modern Classical Solo Piano Build Up Scenes,Dreamy Restless Bright Suspense Hopeful,Chasing Elegant Medium,Film Music,"piano
classical
music",piano classical music instrument epic cinematic inspiring
